47.91,6.39,6.44,6.4,6.4,6.41,6.39,6.38,6.52,6.47,6.59,6.58,6.53,6.6,6.58,6.53,Coffee Machine
49.16,6.38,6.45,6.41,6.4,6.38,6.38,6.44,6.53,6.5,6.57,6.5,6.53,6.65,6.5,6.53,Coffee Machine
50.42,6.43,6.42,6.47,6.46,6.41,6.42,6.45,6.52,6.53,6.54,6.56,6.53,6.64,6.56,6.53,Coffee Machine
51.69,6.47,6.39,6.46,6.43,6.46,6.45,6.45,6.49,6.51,6.48,6.58,6.47,6.59,6.58,6.63,Coffee Machine
52.95,6.45,6.41,6.4,6.37,6.41,6.45,6.48,6.47,6.46,6.49,6.53,6.58,6.57,6.53,6.63,Coffee Machine
54.2,6.42,6.47,6.41,6.4,6.4,6.41,6.49,6.46,6.44,6.54,6.49,6.6,6.58,6.49,6.62,Coffee Machine
55.46,6.39,6.4,6.45,6.43,6.46,6.4,6.45,6.46,6.52,6.47,6.5,6.63,6.62,6.5,6.58,Coffee Machine
56.72,6.42,6.41,6.4,6.45,6.39,6.46,6.49,6.5,6.51,6.51,6.52,6.66,6.64,6.52,6.6,Coffee Machine
57.98,6.45,6.46,6.39,6.45,6.44,6.45,6.47,6.51,6.47,6.51,6.5,6.6,6.66,6.5,6.64,Coffee Machine
59.24,6.45,6.39,6.46,6.43,6.42,6.37,6.46,6.47,6.48,6.48,6.53,6.54,6.63,6.53,6.63,Coffee Machine
60.5,6.42,6.43,6.42,6.41,6.41,6.45,6.42,6.43,6.5,6.53,6.55,6.57,6.58,6.55,6.55,Coffee Machine
61.76,6.4,6.48,6.38,6.42,6.46,6.43,6.45,6.44,6.54,6.48,6.57,6.59,6.57,6.57,6.62,Coffee Machine
